payment_id,amount,failure_reason,payment_method,retry_count,customer_success_rate,ml_recovery_probability,expected_recovery_value,base_simulation_probability,recommended_action,decision_status,decision_reason,policy_allowed,policy_status,policy_reason,requires_human,recoverai_action_probability,baseline_action,baseline_probability,baseline_success,baseline_recovered_amount,recoverai_success,recoverai_recovered_amount
PAY_0015286,8113.8,BANK_DECLINED,UPI,0,0.657,0.4892,3969.17,0.4649,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0011862,618.62,UNKNOWN_ERROR,WALLET,0,0.833,0.5459,337.71,0.4665,HUMAN_REVIEW,ESCALATED,Unknown failure with insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0003799,425.36,BANK_TIMEOUT,NETBANKING,1,0.647,0.6498,276.4,0.6915,PAYMENT_REMINDER,APPROVED,Temporary failure with moderate recovery probability. Customer intervention is preferred.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.6223,RETRY,0.6361,0,0.0,0,0.0
PAY_0001888,875.38,UNKNOWN_ERROR,WALLET,1,1.0,0.414,362.44,0.425,HUMAN_REVIEW,ESCALATED,Unknown failure with insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0000020,1926.8,CARD_EXPIRED,WALLET,0,0.697,0.2649,510.38,0.3189,UPDATE_PAYMENT_METHOD,APPROVED,Payment method has expired. Customer should update the payment method before attempting payment again.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.8189,NO_ACTION,0.0,0,0.0,1,1926.8
PAY_0012167,1539.55,NETWORK_ERROR,UPI,0,0.913,0.875,1347.17,0.8745,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8745,RETRY,0.8745,1,1539.55,1,1539.55
PAY_0019606,1820.27,BANK_DECLINED,UPI,2,0.8,0.2598,472.92,0.315,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0012309,979.53,NETWORK_ERROR,CARD,2,0.667,0.4872,477.18,0.5684,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0005987,1174.03,BANK_TIMEOUT,CARD,1,0.889,0.7854,922.1,0.7862,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.7233,RETRY,0.7233,1,1174.03,1,1174.03
PAY_0006433,337.47,UNKNOWN_ERROR,CARD,0,0.731,0.3197,107.88,0.4408,HUMAN_REVIEW,ESCALATED,Unknown failure with insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0007994,2287.03,BANK_DECLINED,NETBANKING,0,0.667,0.3256,744.58,0.4385,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0002851,1651.68,CARD_EXPIRED,CARD,0,0.741,0.3983,657.89,0.3443,UPDATE_PAYMENT_METHOD,APPROVED,Payment method has expired. Customer should update the payment method before attempting payment again.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.8443,NO_ACTION,0.0,0,0.0,1,1651.68
PAY_0005265,7328.29,INSUFFICIENT_FUNDS,WALLET,0,0.81,0.5859,4293.33,0.6485,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.7134,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0000118,2529.28,INSUFFICIENT_FUNDS,UPI,1,1.0,0.5525,1397.44,0.645,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.7095,NO_ACTION,0.0,0,0.0,1,2529.28
PAY_0009936,1025.91,NETWORK_ERROR,CARD,2,0.889,0.5761,591.06,0.6462,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0000510,548.08,NETWORK_ERROR,UPI,0,0.933,0.7559,414.28,0.8816,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8816,RETRY,0.8816,1,548.08,1,548.08
PAY_0008632,1136.04,INSUFFICIENT_FUNDS,WALLET,0,0.75,0.495,562.34,0.6275,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.6903,NO_ACTION,0.0,0,0.0,1,1136.04
PAY_0004242,5147.64,UNKNOWN_ERROR,UPI,0,1.0,0.5218,2685.9,0.555,HUMAN_REVIEW,ESCALATED,Unknown failure with insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0007130,931.66,CARD_EXPIRED,UPI,1,0.875,0.2423,225.74,0.3113,UPDATE_PAYMENT_METHOD,APPROVED,Payment method has expired. Customer should update the payment method before attempting payment again.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.8113,NO_ACTION,0.0,0,0.0,1,931.66
PAY_0009293,11967.09,INSUFFICIENT_FUNDS,WALLET,2,0.812,0.3644,4360.62,0.4492,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0019925,3402.79,BANK_DECLINED,NETBANKING,2,0.769,0.2091,711.64,0.2742,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0013214,700.78,BANK_DECLINED,NETBANKING,0,0.731,0.3676,257.61,0.4608,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0010382,1461.52,BANK_TIMEOUT,NETBANKING,2,0.653,0.6012,878.62,0.5936,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0017257,2156.94,INSUFFICIENT_FUNDS,WALLET,2,1.0,0.4752,1024.9,0.515,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0009957,1192.92,BANK_TIMEOUT,UPI,2,0.822,0.6384,761.58,0.6827,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0002577,2265.8,INSUFFICIENT_FUNDS,CARD,2,0.75,0.4265,966.38,0.4375,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0018266,1433.02,NETWORK_ERROR,UPI,0,0.895,0.8607,1233.45,0.8682,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8682,RETRY,0.8682,1,1433.02,1,1433.02
PAY_0017578,15898.43,BANK_DECLINED,WALLET,0,0.778,0.4961,7887.39,0.4773,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0014149,1197.0,BANK_TIMEOUT,UPI,1,0.96,0.7909,946.73,0.831,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.7645,RETRY,0.7645,1,1197.0,1,1197.0
PAY_0008134,2041.42,BANK_DECLINED,CARD,1,0.711,0.2839,579.66,0.3639,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0007476,916.33,CARD_EXPIRED,UPI,1,0.778,0.2383,218.38,0.2773,UPDATE_PAYMENT_METHOD,APPROVED,Payment method has expired. Customer should update the payment method before attempting payment again.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.7773,NO_ACTION,0.0,0,0.0,1,916.33
PAY_0007261,1809.37,INSUFFICIENT_FUNDS,CARD,1,0.909,0.5211,942.94,0.5932,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.6525,NO_ACTION,0.0,0,0.0,1,1809.37
PAY_0004196,2316.91,INSUFFICIENT_FUNDS,UPI,0,0.857,0.621,1438.88,0.695,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.7644,NO_ACTION,0.0,0,0.0,1,2316.91
PAY_0013073,793.43,BANK_DECLINED,WALLET,2,0.75,0.256,203.14,0.2675,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0000856,330.75,NETWORK_ERROR,NETBANKING,0,0.913,0.7429,245.72,0.8445,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8445,RETRY,0.8445,1,330.75,1,330.75
PAY_0006073,1255.58,BANK_TIMEOUT,NETBANKING,1,0.636,0.6877,863.47,0.6876,PAYMENT_REMINDER,APPROVED,Temporary failure with moderate recovery probability. Customer intervention is preferred.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.6188,RETRY,0.6326,0,0.0,0,0.0
PAY_0005315,2794.4,BANK_DECLINED,CARD,0,0.649,0.3562,995.31,0.4422,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0013974,2878.41,BANK_DECLINED,WALLET,2,0.957,0.2957,851.12,0.3399,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0006868,2852.59,BANK_TIMEOUT,NETBANKING,0,0.762,0.7929,2261.73,0.8317,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8317,RETRY,0.8317,1,2852.59,1,2852.59
PAY_0002347,3169.62,BANK_TIMEOUT,UPI,2,0.667,0.643,2038.13,0.6284,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0017291,811.29,NETWORK_ERROR,WALLET,2,0.659,0.5298,429.84,0.5556,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0018905,736.75,BANK_TIMEOUT,CARD,0,0.765,0.7913,583.02,0.8427,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8427,RETRY,0.8427,1,736.75,1,736.75
PAY_0002124,2711.17,BANK_DECLINED,NETBANKING,0,0.727,0.3192,865.43,0.4595,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0001527,533.73,BANK_DECLINED,CARD,1,0.923,0.3689,196.9,0.4381,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0013537,1377.7,BANK_DECLINED,NETBANKING,1,0.75,0.2723,375.16,0.3675,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0004641,751.98,BANK_DECLINED,CARD,0,0.619,0.425,319.62,0.4316,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0017323,1368.31,BANK_TIMEOUT,WALLET,2,0.9,0.5966,816.3,0.68,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0016516,2625.21,BANK_DECLINED,CARD,0,0.792,0.4813,1263.48,0.4922,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0001047,817.76,BANK_TIMEOUT,NETBANKING,2,1.0,0.6446,527.13,0.715,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0005044,2761.29,BANK_TIMEOUT,CARD,2,0.833,0.5808,1603.79,0.6665,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0012730,14174.36,BANK_DECLINED,NETBANKING,1,0.933,0.3883,5504.04,0.4315,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0017510,1029.09,INSUFFICIENT_FUNDS,UPI,1,0.706,0.4756,489.4,0.5421,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.5963,NO_ACTION,0.0,0,0.0,1,1029.09
PAY_0019329,711.13,BANK_DECLINED,CARD,2,0.809,0.3965,281.96,0.2982,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0001280,6731.89,BANK_TIMEOUT,CARD,1,0.682,0.7007,4717.02,0.7137,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.6566,RETRY,0.6566,1,6731.89,1,6731.89
PAY_0004025,377.41,BANK_DECLINED,WALLET,0,0.825,0.4279,161.49,0.4937,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0002732,1539.63,BANK_TIMEOUT,CARD,1,0.8,0.7308,1125.22,0.755,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.6946,RETRY,0.6946,1,1539.63,1,1539.63
PAY_0001468,1010.83,NETWORK_ERROR,UPI,1,0.889,0.683,690.36,0.7661,PAYMENT_REMINDER,APPROVED,Temporary failure with moderate recovery probability. Customer intervention is preferred.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.6895,RETRY,0.7049,0,0.0,0,0.0
PAY_0018613,720.97,INSUFFICIENT_FUNDS,CARD,2,0.66,0.3631,261.8,0.406,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0004188,1207.97,BANK_DECLINED,WALLET,1,0.654,0.3232,390.44,0.3339,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0001851,1796.9,NETWORK_ERROR,WALLET,0,0.909,0.7677,1379.46,0.8431,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8431,RETRY,0.8431,1,1796.9,1,1796.9
PAY_0003804,998.9,BANK_TIMEOUT,WALLET,2,0.556,0.5558,555.23,0.5596,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0011719,2746.61,CARD_EXPIRED,UPI,2,0.85,0.3061,840.61,0.2025,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0016114,533.51,BANK_TIMEOUT,NETBANKING,1,0.818,0.7084,377.96,0.7513,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.6912,RETRY,0.6912,1,533.51,1,533.51
PAY_0010811,847.26,BANK_DECLINED,NETBANKING,2,0.667,0.1722,145.88,0.2384,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0000979,2258.23,BANK_TIMEOUT,WALLET,0,0.81,0.7525,1699.21,0.8485,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8485,RETRY,0.8485,1,2258.23,1,2258.23
PAY_0001411,1671.69,BANK_DECLINED,WALLET,0,0.523,0.3319,554.83,0.3881,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0018964,2970.05,UNKNOWN_ERROR,NETBANKING,1,0.586,0.2174,645.78,0.2801,HUMAN_REVIEW,ESCALATED,Unknown failure with insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0018181,5369.6,UNKNOWN_ERROR,UPI,2,0.545,0.1807,970.19,0.1958,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0010826,802.71,INSUFFICIENT_FUNDS,CARD,2,0.8,0.4357,349.75,0.455,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0004888,2522.84,CARD_EXPIRED,UPI,0,0.957,0.3668,925.28,0.4399,UPDATE_PAYMENT_METHOD,APPROVED,Payment method has expired. Customer should update the payment method before attempting payment again.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.9399,NO_ACTION,0.0,0,0.0,1,2522.84
PAY_0013891,1297.2,BANK_TIMEOUT,WALLET,0,0.833,0.8639,1120.65,0.8565,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8565,RETRY,0.8565,1,1297.2,1,1297.2
PAY_0002747,785.71,INSUFFICIENT_FUNDS,UPI,2,0.714,0.3519,276.52,0.4449,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0007673,755.99,NETWORK_ERROR,UPI,2,0.75,0.5543,419.02,0.6175,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0000975,11430.98,INSUFFICIENT_FUNDS,NETBANKING,0,0.787,0.491,5612.8,0.6405,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.7045,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0015001,2536.76,BANK_TIMEOUT,WALLET,0,0.649,0.7279,1846.48,0.7922,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.7922,RETRY,0.7922,0,0.0,0,0.0
PAY_0003075,7774.95,INSUFFICIENT_FUNDS,UPI,0,0.923,0.6548,5091.23,0.7181,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.7899,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0008489,5368.39,BANK_TIMEOUT,UPI,0,0.939,0.8384,4500.77,0.9236,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.9236,RETRY,0.9236,1,5368.39,1,5368.39
PAY_0014053,1026.1,BANK_TIMEOUT,CARD,1,0.591,0.6887,706.65,0.6818,PAYMENT_REMINDER,APPROVED,Temporary failure with moderate recovery probability. Customer intervention is preferred.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.6137,RETRY,0.6273,1,1026.1,1,1026.1
PAY_0019765,3809.81,INSUFFICIENT_FUNDS,UPI,1,0.667,0.4421,1684.46,0.5285,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.5813,NO_ACTION,0.0,0,0.0,1,3809.81
PAY_0019539,1666.84,NETWORK_ERROR,WALLET,1,0.854,0.7102,1183.76,0.7239,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.666,RETRY,0.666,1,1666.84,1,1666.84
PAY_0014567,4494.18,BANK_TIMEOUT,UPI,0,0.842,0.8518,3828.0,0.8897,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8897,RETRY,0.8897,0,0.0,0,0.0
PAY_0013139,1412.07,BANK_TIMEOUT,UPI,0,0.857,0.877,1238.45,0.895,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.895,RETRY,0.895,1,1412.07,1,1412.07
PAY_0004690,9331.56,BANK_DECLINED,UPI,1,0.724,0.3382,3156.27,0.3884,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0002873,1140.71,NETWORK_ERROR,NETBANKING,1,0.931,0.7319,834.87,0.7509,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.6908,RETRY,0.6908,1,1140.71,1,1140.71
PAY_0014488,2432.73,INSUFFICIENT_FUNDS,CARD,1,0.864,0.5516,1341.97,0.5774,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.6351,NO_ACTION,0.0,0,0.0,1,2432.73
PAY_0005026,1469.84,INSUFFICIENT_FUNDS,WALLET,0,0.957,0.6845,1006.06,0.7,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.7699,NO_ACTION,0.0,0,0.0,1,1469.84
PAY_0003543,6507.04,INSUFFICIENT_FUNDS,CARD,1,0.769,0.4923,3203.73,0.5442,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.5986,NO_ACTION,0.0,0,0.0,1,6507.04
PAY_0005061,960.16,INSUFFICIENT_FUNDS,NETBANKING,1,0.653,0.455,436.91,0.4936,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.5429,NO_ACTION,0.0,0,0.0,1,960.16
PAY_0018438,2232.55,BANK_TIMEOUT,NETBANKING,0,0.706,0.7524,1679.74,0.8121,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8121,RETRY,0.8121,0,0.0,0,0.0
PAY_0017675,7029.21,NETWORK_ERROR,CARD,0,0.706,0.7309,5137.83,0.7821,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.7821,RETRY,0.7821,0,0.0,0,0.0
PAY_0019084,2067.31,BANK_DECLINED,WALLET,0,0.714,0.4632,957.54,0.4549,HUMAN_REVIEW,ESCALATED,Bank decline has insufficient confidence for automated recovery.,False,ESCALATED,Payment requires human review.,True,0.0,NO_ACTION,0.0,0,0.0,0,0.0
PAY_0000025,652.78,NETWORK_ERROR,NETBANKING,0,0.917,0.7918,516.9,0.8459,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.8459,RETRY,0.8459,1,652.78,1,652.78
PAY_0009543,1802.87,BANK_TIMEOUT,CARD,1,0.913,0.7809,1407.85,0.7945,RETRY,APPROVED,Temporary failure with high recovery probability. Automatic retry is suitable.,True,APPROVED,Retry satisfies all automatic recovery policy requirements.,False,0.731,RETRY,0.731,0,0.0,0,0.0
PAY_0011885,2126.47,INSUFFICIENT_FUNDS,WALLET,0,0.721,0.5527,1175.25,0.6174,PAYMENT_REMINDER,APPROVED,Insufficient funds detected. Immediate automatic retry may not help; customer should retry after resolving the balance.,True,APPROVED,Customer-facing recovery action is permitted.,False,0.6791,NO_ACTION,0.0,0,0.0,1,2126.47
PAY_0013119,1292.26,CARD_EXPIRED,CARD,2,0.659,0.1081,139.74,0.1156,STOP,BLOCKED,Maximum recovery attempts reached. Further automated recovery is stopped.,False,STOPPED,Recovery action stopped by decision policy.,False,0.0,NO_ACTION,0.0,0,0.0,0,0.0
